Name,SnapShotDate,Checkin,Checkout,NumOfWeekendDays,Nights,RoomType,BedType,Breakfast,Review,Rating,Score,Cancellation,Sustainable,CenterDistance,Location,Stars,Taxes,PriceBdiscount,Price
The Tuscany Powered by LuxUrban,2023/3/3,2023/3/4,2023/3/6,2,2,Deluxe Studio,1 king bed,0,47 reviews,Good,7.8,Free cancellation,0,2.1 km from center,"Murray Hill, New York",4,$48 taxes and charges,No Discount,US$280
New York Marriott Marquis,2023/3/3,2023/3/4,2023/3/6,2,2,"Renovated Deluxe, Guest room, 1 King, Sofa bed","2 beds (1 king, 1 sofa bed)",0,"1,710 reviews",Very Good,8.2,0,0,1.1 km from center,"Manhattan, New York",5,$186 taxes and charges,No Discount,US$748
Hyatt Grand Central New York,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,"1,200 reviews",Good,7.3,0,0,1.9 km from center,"Midtown East, New York",4,$150 taxes and charges,No Discount,US$338
Executive Hotel Le Soleil New York,2023/3/3,2023/3/4,2023/3/6,2,2,Executive Queen Room,1 queen bed,0,"2,462 reviews",Very Good,8.2,0,0,2 km from center,"Manhattan, New York",4,$100 taxes and charges,No Discount,US$398
The Belvedere Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,Standard Room with Two Double Beds,2 full beds,0,"3,636 reviews",Very Good,8.0,0,0,0.9 km from center,"Hell's Kitchen, New York",4,$117 taxes and charges,No Discount,US$408
Grayson Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,48 reviews,Very Good,8.2,0,0,1.8 km from center,"Manhattan, New York",4,$122 taxes and charges,No Discount,US$360
Hyatt Place New York City/Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,Breakfast included,"14,986 reviews",Good,7.6,0,0,1.7 km from center,"Hell's Kitchen, New York",4,$63 taxes and charges,No Discount,US$378
Riu Plaza Manhattan Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,Deluxe King,1 king bed,0,"6,409 reviews",Excellent,8.6,0,0,1 km from center,"Manhattan, New York",4,$150 taxes and charges,US$717,US$516
Motto by Hilton New York City Chelsea,2023/3/3,2023/3/4,2023/3/6,2,2,Room with Murphy Bed,1 full bed,0,"1,169 reviews",Excellent,8.8,FREE cancellation • No prepayment needed,0,2.8 km from center,"Chelsea, New York",5,$127 taxes and charges,No Discount,US$408
MOXY NYC Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,Double Room,1 full bed,Breakfast included,"8,853 reviews",Very Good,8.0,0,0,1.9 km from center,"Manhattan, New York",4,$135 taxes and charges,No Discount,US$398
CIVILIAN Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,Double Room,1 queen bed,0,"1,163 reviews",Very Good,8.5,0,0,0.9 km from center,"Hell's Kitchen, New York",4,$67 taxes and charges,No Discount,US$407
Hyatt Place NYC Chelsea,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,Breakfast included,"6,372 reviews",Good,7.9,0,0,2.8 km from center,"Chelsea, New York",4,$63 taxes and charges,No Discount,US$378
The Herald 8 by LuxUrban,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"2,155 reviews",Good,7.7,Free cancellation,0,2 km from center,"Manhattan, New York",,$51 taxes and charges,No Discount,US$306
The Cloud One New York-Downtown,2023/3/3,2023/3/4,2023/3/6,2,2,Standard King Room,1 king bed,0,511 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,7 km from center,"Wall Street - Financial District, New York",4,$58 taxes and charges,No Discount,US$348
Pestana Park Avenue,2023/3/3,2023/3/4,2023/3/6,2,2,Classic Room,1 queen bed,0,840 reviews,Very Good,8.5,0,0,1.9 km from center,"Murray Hill, New York",4,$109 taxes and charges,US$408,US$379
The Knickerbocker,2023/3/3,2023/3/4,2023/3/6,2,2,Superior Room with One King Bed,1 king bed,0,"1,330 reviews",Very Good,8.4,0,0,1.4 km from center,"Manhattan, New York",5,$214 taxes and charges,No Discount,US$700
Refinery Hotel - New York,2023/3/3,2023/3/4,2023/3/6,2,2,Studio Queen Room,1 queen bed,0,269 reviews,Very Good,8.2,0,0,1.8 km from center,"Manhattan, New York",5,$173 taxes and charges,US$548,US$493
Grayson Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,48 reviews,Very Good,8.2,0,0,1.8 km from center,"Manhattan, New York",4,$122 taxes and charges,No Discount,US$360
Hyatt Centric Times Square New York,2023/3/3,2023/3/4,2023/3/6,2,2,King Room with View,1 king bed,0,649 reviews,Very Good,8.4,0,0,1.2 km from center,"Manhattan, New York",4,$164 taxes and charges,No Discount,US$526
citizenM New York Bowery,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"2,200 reviews",Excellent,8.8,0,0,5.4 km from center,"Lower East Side, New York",4,$73 taxes and charges,No Discount,US$448
New York Hilton Midtown,2023/3/3,2023/3/4,2023/3/6,2,2,Urban 1 Queen Bed,1 queen bed,0,832 reviews,Good,7.5,0,0,0.7 km from center,"Manhattan, New York",4,$152 taxes and charges,No Discount,US$518
Hilton Garden Inn New York Times Square South,2023/3/3,2023/3/4,2023/3/6,2,2,King Room - Disability Access,1 king bed,0,"2,651 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",3,$57 taxes and charges,No Discount,US$341
"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",2023/3/3,2023/3/4,2023/3/6,2,2,Leisure King Room - Non-Smoking,1 king bed,0,616 reviews,Very Good,8.5,0,0,1.9 km from center,"Hell's Kitchen, New York",4,$142 taxes and charges,No Discount,US$448
1 Hotel Central Park,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,492 reviews,Very Good,8.4,0,0,0.6 km from center,"Manhattan, New York",5,$243 taxes and charges,"US$1,380",US$828
Aliz Hotel Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"3,582 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$127 taxes and charges,US$385,US$347
Hyatt Place New York/Midtown-South,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,Breakfast included,"2,153 reviews",Very Good,8.1,0,0,2 km from center,"Manhattan, New York",4,$70 taxes and charges,No Discount,US$430
Michelangelo Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,Executive King Room,1 king bed,0,684 reviews,Very Good,8.5,0,0,0.7 km from center,"Manhattan, New York",4,$182 taxes and charges,No Discount,US$528
ModernHaus SoHo,2023/3/3,2023/3/4,2023/3/6,2,2,Newly Renovated Standard Queen Room,1 queen bed,0,448 reviews,Very Good,8.5,0,0,5.4 km from center,"SoHo, New York",5,$206 taxes and charges,No Discount,US$640
"InterContinental New York Times Square, an IHG Hotel",2023/3/3,2023/3/4,2023/3/6,2,2,Classic King Room - Low Floor,1 king bed,0,"1,353 reviews",Very Good,8.1,0,0,1.2 km from center,"Hell's Kitchen, New York",4,$168 taxes and charges,No Discount,US$468
Courtyard by Marriott New York Manhattan/Central Park,2023/3/3,2023/3/4,2023/3/6,2,2,King or Queen Room with City View,1 queen bed,0,"3,307 reviews",Very Good,8.2,0,0,450 m from center,"Manhattan, New York",4,$79 taxes and charges,No Discount,US$488
Concorde Hotel New York,2023/3/3,2023/3/4,2023/3/6,2,2,City View 1 Queen Bed,1 queen bed,0,"1,264 reviews",Excellent,8.6,0,0,1.3 km from center,"Midtown East, New York",4,$158 taxes and charges,No Discount,US$638
33 Seaport Hotel New York,2023/3/3,2023/3/4,2023/3/6,2,2,Superior Courtyard King,1 king bed,0,286 reviews,Excellent,8.6,0,0,6.9 km from center,"Wall Street - Financial District, New York",5,$98 taxes and charges,No Discount,US$614
Soho Grand Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"1,218 reviews",Very Good,8.3,0,0,5.5 km from center,"SoHo, New York",4,$177 taxes and charges,US$678,US$610
Renaissance New York Midtown Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,King Room with Skyline View,1 king bed,0,"1,049 reviews",Very Good,8.5,0,0,2 km from center,"Manhattan, New York",4,$94 taxes and charges,No Discount,US$588
Hampton Inn Times Square Central,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,Breakfast included,"2,270 reviews",Very Good,8.2,0,0,1.5 km from center,"Manhattan, New York",3,$63 taxes and charges,No Discount,US$378
Sonder Chambers,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,"Private suite • 1 bedroom • 1 living room • 1 bathroom • 30m²
1 king bed",0,545 reviews,Very Good,8.3,0,0,0.8 km from center,"Manhattan, New York",4,$71 taxes and charges,No Discount,US$490
Concorde Hotel New York,2023/3/3,2023/3/4,2023/3/6,2,2,City View 1 Queen Bed,1 queen bed,0,"1,264 reviews",Excellent,8.6,0,0,1.3 km from center,"Midtown East, New York",4,$158 taxes and charges,No Discount,US$638
Renaissance New York Midtown Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,King Room with Skyline View,1 king bed,0,"1,049 reviews",Very Good,8.5,0,0,2 km from center,"Manhattan, New York",4,$94 taxes and charges,No Discount,US$588
Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,Breakfast included,"4,598 reviews",Good,7.6,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$53 taxes and charges,No Discount,US$313
SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,2023/3/3,2023/3/4,2023/3/6,2,2,King Studio,"Entire studio • 1 bathroom • 18m²
1 king bed",Breakfast included,290 reviews,Very Good,8.3,FREE cancellation • No prepayment needed,0,1.9 km from center,"Manhattan, New York",3,$72 taxes and charges,No Discount,US$438
LUMA Hotel - Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,Park Plaza King Studio with Sofa Bed,1 king bed,0,"2,104 reviews",Wonderful,9.0,0,0,1.5 km from center,"Manhattan, New York",4,$90 taxes and charges,No Discount,US$565
"The Lexington Hotel, Autograph Collection",2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,336 reviews,Good,7.9,0,0,1.6 km from center,"Midtown East, New York",4,$150 taxes and charges,No Discount,US$428
"Martinique New York on Broadway, Curio Collection by Hilton",2023/3/3,2023/3/4,2023/3/6,2,2,Double Room,1 full bed,0,619 reviews,Very Good,8.1,FREE cancellation • No prepayment needed,0,2.3 km from center,"Manhattan, New York",4,$149 taxes and charges,No Discount,US$418
Moxy NYC East Village,2023/3/3,2023/3/4,2023/3/6,2,2,"Guest room, 1 Queen",1 queen bed,0,"1,692 reviews",Very Good,8.2,0,0,4.1 km from center,"East Village, New York",4,$145 taxes and charges,No Discount,US$468
Hilton Garden Inn Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,Corner King Room,1 king bed,0,"2,188 reviews",Good,7.6,0,0,0.9 km from center,"Manhattan, New York",3,$63 taxes and charges,No Discount,US$378
TBA Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,Deluxe King Studio,"Entire studio • 1 bathroom • 325m²
1 king bed",0,"8,102 reviews",Good,7.5,0,0,1.6 km from center,"Hell's Kitchen, New York",3,$55 taxes and charges,No Discount,US$322
Hilton Garden Inn New York Times Square South,2023/3/3,2023/3/4,2023/3/6,2,2,King Room - Disability Access,1 king bed,0,"2,651 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",3,$57 taxes and charges,No Discount,US$341
"EVEN Midtown East - Grand Central, an IHG Hotel",2023/3/3,2023/3/4,2023/3/6,2,2,Standard King Room,1 king bed,0,890 reviews,Very Good,8.3,0,0,2 km from center,"Midtown East, New York",4,$120 taxes and charges,No Discount,US$374
Hotel Hendricks,2023/3/3,2023/3/4,2023/3/6,2,2,Deluxe King Room,1 king bed,0,"1,576 reviews",Good,7.8,0,0,1.8 km from center,"Manhattan, New York",4,$149 taxes and charges,No Discount,US$498
Four Points by Sheraton Manhattan Midtown West,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"2,008 reviews",Very Good,8.0,FREE cancellation • No prepayment needed,0,2 km from center,"Hudson Yards, New York",4,$65 taxes and charges,No Discount,US$392
Times Square EDITION New York,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,682 reviews,Very Good,8.5,0,0,1 km from center,"Manhattan, New York",5,$195 taxes and charges,No Discount,US$730
Dream Downtown,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,651 reviews,Good,7.2,0,0,3.4 km from center,"Chelsea, New York",4,$167 taxes and charges,No Discount,US$310
Arlo NoMad,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room City,1 queen bed,0,"2,401 reviews",Very Good,8.1,0,0,2.4 km from center,"NoMad, New York",4,$126 taxes and charges,No Discount,US$465
INNSiDE by Meliá New York Nomad,2023/3/3,2023/3/4,2023/3/6,2,2,The INNSiDE Room - Queen,1 queen bed,0,676 reviews,Very Good,8.3,0,0,2.6 km from center,"Chelsea, New York",4,$142 taxes and charges,No Discount,US$369
"Crowne Plaza Times Square Manhattan, an IHG Hotel",2023/3/3,2023/3/4,2023/3/6,2,2,King Room - Hearing Access/Non-Smoking,1 king bed,0,"1,375 reviews",Good,7.7,0,0,0.9 km from center,"Manhattan, New York",4,$159 taxes and charges,No Discount,US$488
Element Times Square West,2023/3/3,2023/3/4,2023/3/6,2,2,"Guest Room, 1 King",1 king bed,Breakfast included,"5,499 reviews",Good,7.5,FREE cancellation • No prepayment needed,0,1.6 km from center,"Hell's Kitchen, New York",4,$63 taxes and charges,No Discount,US$378
"Club Quarters Hotel Grand Central, New York",2023/3/3,2023/3/4,2023/3/6,2,2,Small Queen Room,1 queen bed,0,"2,282 reviews",Very Good,8.0,0,0,1.8 km from center,"Midtown East, New York",4,$63 taxes and charges,No Discount,US$378
Courtyard by Marriott Times Square West,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"1,797 reviews",Very Good,8.2,FREE cancellation • No prepayment needed,0,1.8 km from center,"Hell's Kitchen, New York",4,$75 taxes and charges,No Discount,US$458
Ace Hotel New York,2023/3/3,2023/3/4,2023/3/6,2,2,Single Room,1 full bed,0,"1,021 reviews",Good,7.9,0,0,2.5 km from center,"NoMad, New York",4,$151 taxes and charges,No Discount,US$430
Renaissance New York Chelsea Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,"Guest Room, 1 King",1 king bed,0,536 reviews,Good,7.8,0,0,2.8 km from center,"Chelsea, New York",4,$140 taxes and charges,No Discount,US$438
Residence Inn by Marriott New York Manhattan/ Midtown Eastside,2023/3/3,2023/3/4,2023/3/6,2,2,King Studio,"Entire studio • 1 bathroom • 19m²
1 king bed",0,403 reviews,Very Good,8.4,0,0,1.7 km from center,"Midtown East, New York",4,$74 taxes and charges,No Discount,US$428
"Kimpton Hotel Eventi, an IHG Hotel",2023/3/3,2023/3/4,2023/3/6,2,2,Essential King Room,1 king bed,0,456 reviews,Very Good,8.2,FREE cancellation • No prepayment needed,0,2.4 km from center,"Chelsea, New York",5,$134 taxes and charges,No Discount,US$548
Sofitel New York,2023/3/3,2023/3/4,2023/3/6,2,2,Superior Queen Room,1 queen bed,0,522 reviews,Good,7.5,0,0,1.4 km from center,"Manhattan, New York",4,$141 taxes and charges,No Discount,US$457
Hilton Club The Quin New York,2023/3/3,2023/3/4,2023/3/6,2,2,King Studio,1 king bed,0,920 reviews,Very Good,8.4,FREE cancellation • No prepayment needed,0,0.5 km from center,"Manhattan, New York",5,$107 taxes and charges,No Discount,US$678
INNSiDE by Meliá New York Nomad,2023/3/3,2023/3/4,2023/3/6,2,2,The INNSiDE Room - Queen,1 queen bed,0,676 reviews,Very Good,8.3,0,0,2.6 km from center,"Chelsea, New York",4,$142 taxes and charges,No Discount,US$369
Hilton Garden Inn New York Times Square North,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"2,390 reviews",Good,7.7,FREE cancellation • No prepayment needed,0,1.3 km from center,"Manhattan, New York",4,$69 taxes and charges,No Discount,US$418
"Park South Hotel, part of JdV by Hyatt",2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,184 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,2.8 km from center,"NoMad, New York",4,$139 taxes and charges,No Discount,US$428
Hyatt House New York/Chelsea,2023/3/3,2023/3/4,2023/3/6,2,2,Den Guestroom with King Bed,1 king bed,Breakfast included,554 reviews,Very Good,8.1,0,0,2.5 km from center,"Chelsea, New York",3,$72 taxes and charges,No Discount,US$412
Hotel Lucerne,2023/3/3,2023/3/4,2023/3/6,2,2,Deluxe Queen Room,1 queen bed,0,999 reviews,Very Good,8.5,0,0,1.7 km from center,"Upper West Side, New York",4,$94 taxes and charges,No Discount,US$588
The Kitano Hotel New York,2023/3/3,2023/3/4,2023/3/6,2,2,Superior King Room,1 king bed,0,457 reviews,Very Good,8.5,0,0,2.1 km from center,"Murray Hill, New York",4,$96 taxes and charges,No Discount,US$606
Gansevoort Meatpacking,2023/3/3,2023/3/4,2023/3/6,2,2,Superior Queen Room,1 queen bed,0,613 reviews,Very Good,8.4,0,0,3.7 km from center,"Greenwich Village, New York",5,$191 taxes and charges,"US$1,100",US$770
Aliz Hotel Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"3,582 reviews",Good,7.8,0,0,1.6 km from center,"Hell's Kitchen, New York",4,$127 taxes and charges,US$385,US$347
"Club Quarters Hotel Grand Central, New York",2023/3/3,2023/3/4,2023/3/6,2,2,Small Queen Room,1 queen bed,0,"2,282 reviews",Very Good,8.0,0,0,1.8 km from center,"Midtown East, New York",4,$63 taxes and charges,No Discount,US$378
Hampton Inn Manhattan Times Square North,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,Breakfast included,"2,629 reviews",Good,7.8,0,0,0.6 km from center,"Hell's Kitchen, New York",3,$66 taxes and charges,No Discount,US$398
Ink 48 Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"1,312 reviews",Good,7.9,0,0,1.2 km from center,"Hell's Kitchen, New York",4,$142 taxes and charges,US$488,US$293
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",2023/3/3,2023/3/4,2023/3/6,2,2,Double Room with Two Double Beds,2 full beds,0,533 reviews,Excellent,8.7,0,0,1.5 km from center,"Midtown East, New York",3,$109 taxes and charges,No Discount,US$380
"The Bernic Hotel New York City,Tapestry Collection by Hilton",2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room,1 queen bed,0,"1,199 reviews",Very Good,8.1,FREE cancellation • No prepayment needed,0,1.7 km from center,"Midtown East, New York",4,$58 taxes and charges,No Discount,US$348
Renaissance New York Chelsea Hotel,2023/3/3,2023/3/4,2023/3/6,2,2,"Guest Room, 1 King",1 king bed,0,536 reviews,Good,7.8,0,0,2.8 km from center,"Chelsea, New York",4,$140 taxes and charges,No Discount,US$438
Courtyard by Marriott New York Manhattan/Chelsea,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,731 reviews,Very Good,8.4,0,0,2.4 km from center,"Chelsea, New York",4,$78 taxes and charges,No Discount,US$478
Warwick New York,2023/3/3,2023/3/4,2023/3/6,2,2,Premier King Bed,1 king bed,0,"4,402 reviews",Good,7.8,0,0,0.7 km from center,"Manhattan, New York",4,$137 taxes and charges,No Discount,US$430
Andaz 5th Avenue-a concept by Hyatt,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,109 reviews,Very Good,8.5,FREE cancellation • No prepayment needed,0,1.7 km from center,"Manhattan, New York",4,$245 taxes and charges,No Discount,US$890
Millennium Hotel Broadway Times Square,2023/3/3,2023/3/4,2023/3/6,2,2,Queen Room with Bath Tub - Hearing/Mobility Accessible,1 queen bed,0,"5,878 reviews",Good,7.0,0,0,1.3 km from center,"Manhattan, New York",4,$131 taxes and charges,US$418,US$376
Thompson Central Park - New York,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,181 reviews,Very Good,8.1,0,0,0.5 km from center,"Manhattan, New York",5,$210 taxes and charges,No Discount,US$843
La Quinta by Wyndham Time Square South,2023/3/3,2023/3/4,2023/3/6,2,2,King Room - Non-Smoking,1 king bed,Breakfast included,"2,066 reviews",Very Good,8.1,0,0,1.7 km from center,"Hell's Kitchen, New York",3,$107 taxes and charges,No Discount,US$385
DoubleTree by Hilton New York Times Square South,2023/3/3,2023/3/4,2023/3/6,2,2,King Room,1 king bed,0,"4,389 reviews",Good,7.9,0,0,1.8 km from center,"Hell's Kitchen, New York",4,$64 taxes and charges,No Discount,US$388
The Renwick,2023/3/3,2023/3/4,2023/3/6,2,2,Gallery King Accessible,1 king bed,0,"1,018 reviews",Very Good,8.2,0,0,2 km from center,"Murray Hill, New York",4,$139 taxes and charges,No Discount,US$428
Ink 48 Hotel,2023/3/3,2023/3/4,2023/3/7,2,3,King Room,1 king bed,0,"1,312 reviews",Good,7.9,0,0,1.2 km from center,"Hell's Kitchen, New York",4,$213 taxes and charges,US$727,US$436
